Nazwa	Skrót	Kod	Kod paskowy	Pierwszy dod. kod pask.	Typ	Kod grupy	Grupa	Jednostka	PKWiU	VATs	VATz	Ilość	Opak.zb.	Gramatura	Ce.zak.netto	Ce.sprz.netto	Ce.sprz.brutto	WPromocji:	Używaj limitów	Limit dolny	Limit górny	Marza bazowa	Narzut bazowy	Zapas na	LiczbaDniPrzydatnosci	Fotografia	Uwagi	Klas1	Klas2	Klas3	Klas4	Klas5	Klas6	Klas7	Klas8	Klas9	Klas10	DataWpisu	Opis
UPO ROZ STAL NIERDZ Z PRZEPŁY 1*  6obw		647			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	555.17	660.92	812.93		0	1	1			14														2012-09-09	
TERMOFLEX   35x6    ZWIJ		648			Towar	1	Ogólna	mb	Bez SWW	23%	23%	0	1	1	0.77	2.11	2.60		0	1	1			14														2012-09-09	
TAŚMA ANTYKOR. GAZ CZARNA		626			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	3	1	1	23.17	28.97	35.63		0	1	1			14			51mm x 30,5m											2012-09-06	
TAŚMA ANTYKOR. GAZ ŻÓŁTA		627			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	3	1	1	23.17	28.97	35.63		0	1	1			14			51mm x 30,5m											2012-09-06	
TAŚMA OZNACZENIE GAZU ŻÓŁTA		628			Towar	1	Ogólna	mb	Bez SWW	23%	23%	50	1	1	0.80	1.07	1.32		0	1	1			14			"PERF. NADRUK ""GAZ"" z wkładką 30cm"											2012-09-06	
KAN  RURA   32  *  250		629			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	2.26	3.23	3.97		0	1	1			14														2012-09-06	
CU MUFA   18 * 1/2		630			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	2.71	3.88	4.77		0	1	1			14														2012-09-06	
CU MUFA   22 * 3/4		631			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	4.51	5.64	6.94		0	1	1			14														2012-09-06	
CU NYPEL   22 * 1/2		632			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	10	1	1	3.47	5.07	6.24		0	1	1			14														2012-09-06	
KAN  KOLANO   32  -  45*		634			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	2.90	3.78	4.65		0	1	1			14														2012-09-06	
KAN  KOLANO   32  -  67*		633			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	3.02	3.78	4.65		0	1	1			14														2012-09-06	
KAN  TRÓJNIK   32  -  45*		638			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	4.40	5.50	6.77		0	1	1			14														2012-09-06	
CZUJKA CWU do sterownika LUKSUS ECO P		625			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	31.92	35.47	43.63		0	1	1			14														2012-09-06	
Grzejnik KERMI 600x1800 V22		645			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	523.94	646.84	795.61		0	1	1			14														2012-09-06	
KAN  KOLANO   32  -  30*		635			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	2.90	3.78	4.65		0	1	1			14														2012-09-06	
KAN  KOLANO   32  -  15*		636			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	2.90	3.78	4.65		0	1	1			14														2012-09-06	
Grzejnik KERMI 600x800 C22		644			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	247.48	309.35	380.50		0	1	1			14														2012-09-06	
Grzejnik KERMI 600x900 C11		643			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	168.82	211.03	259.57		0	1	1			14														2012-09-06	
Grzejnik KERMI 600x1000 V22		642			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	338.10	431.77	531.08		0	1	1			14														2012-09-06	
Grzejnik KERMI 600x900 V22		641			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	334.42	393.44	483.93		0	1	1			14														2012-09-06	
PP KOLANO   20  *  1/2   GW   ŁAPA		640			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	3.82	5.11	6.29		0	1	1			14														2012-09-06	
SILIKON SANITARNY BIAŁY   310ml		639			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	9.10	10.71	13.17		0	1	1			14														2012-09-06	
KAN  TRÓJNIK   32  -  90*		637			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	4.40	5.50	6.77		0	1	1			14														2012-09-06	
CU MUFA   22		623			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	25	1	1	0.85	1.42	1.75		0	1	1			14														2012-09-05	
GIPS BUDOWLANY    2 KG		622			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.01	2.05	2.52		0	1	1			14														2012-09-05	
CU NYPEL   28 * 3/4		621			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	14	1	1	6.09	8.71	10.71		0	1	1			14														2012-09-05	
TERMOFLEX   15x6    ZWIJ		620			Towar	1	Ogólna	mb	Bez SWW	23%	23%	0	1	1	0.01	1.33	1.64		0	1	1			14														2012-09-05	
KAN  KRATKA DOLNA 10x10 MET		624			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	23.10	28.88	35.52		0	1	1			14														2012-09-05	
KOCIOŁ ULRICH FEST ELEKTRONIC 23kW		619			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	2872.00	3089.43	3800.00		0	1	1			14			FEST FE 23 ELEKTRONIC											2012-08-31	
USŁUGA INSTALACYJNA + TOWAR		618			Usluga	1	Ogólna	szt.	PKOB 111	8%	23%	0	1	1	0.01	0.01	0.01		0	1	1			14														2012-08-31	
PEX RURA UPONOR   14x2		616			Towar	1	Ogólna	mb	Bez SWW	23%	23%	0	1	1	3.20	4.45	5.47		0	1	1			14														2012-08-30	
UPO. SKRZYNKA POŁĄCZENIOWA   C-33		615			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	313.47	369.11	454.00		0	1	1			14														2012-08-30	
PODGRZEWACZ GAZOWY PRZEPYW. OPALIA C 11E		617			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	483.74	642.28	790.00		0	1	1			14														2012-08-30	
UPO ROZ STAL NIERDZ Z PRZEPŁY 1*  8obw		614			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	728.21	857.30	1054.48		0	1	1			14														2012-08-30	
USŁUGA INSTALACYJNA		613			Usluga	1	Ogólna	szt.	45.33.20-00.00	8%	23%	-2	1	1	0.01	0.01	0.01		0	1	1			14														2012-08-28	
YTONG BLOCZEK   60x20x 7,5		587			Towar	1	Ogólna	m2	Bez SWW	23%	23%	0	1	1	23.60	24.85	30.57		0	1	1			14														2012-08-26	
KAN  TRÓJNIK   75/50   -  90*		595			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	5	1	1	2.05	2.93	3.60		0	1	1			14														2012-08-26	
KAN  TRÓJNIK   75/50   -  67*		594			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	3	1	1	2.35	3.36	4.13		0	1	1			14														2012-08-26	
KAN  MUFA   75		593			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	5	1	1	2.10	2.63	3.23		0	1	1			14														2012-08-26	
KAN  MUFA   50		592			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	1.60	2.00	2.46		0	1	1			14														2012-08-26	
KAN  MUFA   110		591			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	4.02	4.31	5.30		0	1	1			14														2012-08-26	
KAN  KOREK   75		590			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	2	1	1	0.96	1.20	1.48		0	1	1			14														2012-08-26	
KAN  CZWÓRNIK   100/50/50  90		589			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	2	1	1	9.69	9.92	12.20		0	1	1			14														2012-08-26	
PRĘT GWINTOWANY OC   16x1000		588			Towar	1	Ogólna	m2	Bez SWW	23%	23%	0	1	1	6.39	6.73	8.28		0	1	1			14														2012-08-26	
PŁYTA OSB 18mm		586			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	59.13	62.25	76.57		0	1	1			14														2012-08-26	
PŁYTA OSB 15mm		585			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	50.99	53.68	66.03		0	1	1			14														2012-08-26	
PŁYTA OSB 8mm		584			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	28.54	30.05	36.96		0	1	1			14														2012-08-26	
KAN  TRÓJNIK   110  - 90*		583			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	3.80	5.43	6.68		0	1	1			14														2012-08-26	
KAN  RURA   110  *  4000		582			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	22.24	27.13	33.37		0	1	1			14														2012-08-26	
KAN  TRÓJNIK   75  -  45*		596			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	5	1	1	2.30	4.60	5.66		0	1	1			14														2012-08-26	
FARBA POKÓJ NOBIMAL BIAŁA 3l		605			Towar	1	Ogólna	kg	Bez SWW	23%	23%	0	1	1	8.69	9.15	11.25		0	1	1			14														2012-08-26	
WKRĘT FOSFAT DR Z GWINTEM   3,5 x 55		610			Towar	1	Ogólna	kpl.	Bez SWW	23%	23%	0	1	1	18.44	19.69	24.22		0	1	1			14			500szt.											2012-08-26	
NAKRĘTKA OC   16		611			Towar	1	Ogólna	kg	Bez SWW	23%	23%	0	1	1	6.24	6.57	8.08		0	1	1			14														2012-08-26	
KAN  TRÓJNIK   75  -  90*		597			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	5	1	1	2.23	4.06	4.99		0	1	1			14														2012-08-26	
PIANA PISTOLETOWA NISKO. SAUDAL 750ML		609			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	17.05	18.95	23.31		0	1	1			14														2012-08-26	
WKRĘT FOSFAT DR Z GWINTEM   3,5 x 25		608			Towar	1	Ogólna	kpl.	Bez SWW	23%	23%	0	1	1	4.35	4.58	5.63		0	1	1			14														2012-08-26	
WKRĘT DO DR  3,5 x 35		607			Towar	1	Ogólna	kg	Bez SWW	23%	23%	0	1	1	9.37	9.87	12.14		0	1	1			14														2012-08-26	
KOŁEK ROZP. DO WBIJANIA 8 x 60		606			Towar	1	Ogólna	kg	Bez SWW	23%	23%	0	1	1	0.10	0.11	0.14		0	1	1			14			KOELNER											2012-08-26	
KLEJ GIPSOWY  /FUGENFULLER/ 5kg  KNAUF		603			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	9.84	12.52	15.40		0	1	1			14														2012-08-26	
PŁYTA GIPSOWA ZWYKŁA   1200x2600		602			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	13.94	14.68	18.06		0	1	1			14														2012-08-26	
ZAPRAWA KLEJOWA ATLAS 25kg		601			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	15.61	16.44	20.22		0	1	1			14														2012-08-26	
KLEJ GIPSOWY T /NIDA/		600			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	13.17	13.87	17.06		0	1	1			14														2012-08-26	
M.NAROŻNIK ALU. PERFOR.  23x23 dł. 2,5mb		599			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	1.15	1.32	1.62		0	1	1			14			METPOL											2012-08-26	
WIERTŁO DR   14x160mm		598			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	4.50	4.74	5.83		0	1	1			14														2012-08-26	
PODKŁADKA OC 2P   16		604			Towar	1	Ogólna	kg	Bez SWW	23%	23%	0	1	1	8.43	8.88	10.92		0	1	1			14														2012-08-26	
PIANA PISTOLETOWA SAUDAL 870 ML  MAX		612			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	16.28	18.70	23.00		0	1	1			14														2012-08-26	
Grzejnik VERTEO FSN22   1800x400		581			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	1234.00	1451.77	1785.68		0	1	1			14														2012-08-25	
Vaill. RURA SPAL. PLAST.   80 - 500		578			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	19.80	23.30	28.66		0	1	1			14														2012-08-25	
Vaill. RURA SPAL. PLAST.   80 - 2000		580			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	46.20	54.36	66.86		0	1	1			14														2012-08-25	
Vaill. RURA SPAL. PLAST.   80 - 1000		579			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	29.40	34.59	42.55		0	1	1			14														2012-08-25	
PASTA KANALIZACYJNA 200g		577			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	7.60	13.01	16.00		0	1	1			14			DEGUFIT											2012-08-24	
KAN  KOREK   160		576			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.01	8.94	11.00		0	1	1			14														2012-08-24	
KAN  MUFA   160		575			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.01	8.94	11.00		0	1	1			14														2012-08-24	
KAN  TRÓJNIK   160  - 90*		574			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.01	29.19	35.90		0	1	1			14														2012-08-24	
KAN  RURA   160  *  1000		573			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.01	14.63	18.00		0	1	1			14														2012-08-24	
KAN  RURA   160  *  3000		572			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	61.04	76.30	93.85		0	1	1			14														2012-08-24	
RURA SPIRO KAINER   115    3mb		571			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	122.02	160.56	197.49		0	1	1			14														2012-08-23	
OC MUFA RED  3/4 * 1/2		531			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	11	1	1	2.58	3.44	4.23		0	1	1			14														2012-08-20	
OC REDUKCJA   5/4 * 3/4		543			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	26	1	1	1.93	2.76	3.39		0	1	1			14														2012-08-20	
OC NYPEL RED   1 * 3/4		542			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	13	1	1	3.02	3.18	3.91		0	1	1			14														2012-08-20	
OC NYPEL RED   3/4 * 1/2		541			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	5	1	1	2.77	3.26	4.01		0	1	1			14														2012-08-20	
OC NYPEL   2*		540			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	23	1	1	6.76	9.66	11.88		0	1	1			14														2012-08-20	
OC MUFA   6/4*		539			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	11	1	1	3.57	5.11	6.29		0	1	1			14														2012-08-20	
OC MUFA   5/4*		538			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	14	1	1	4.38	5.16	6.35		0	1	1			14														2012-08-20	
OC MUFA   1*		537			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	4	1	1	2.71	3.39	4.17		0	1	1			14														2012-08-20	
OC MUFA   3/4*		536			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	9	1	1	2.09	2.79	3.43		0	1	1			14														2012-08-20	
OC MUFA   1/2*		535			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	5	1	1	1.52	2.34	2.88		0	1	1			14														2012-08-20	
OC MUFA RED  6/4 * 5/4		534			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	5	1	1	7.89	9.87	12.14		0	1	1			14														2012-08-20	
KAN  RURA   110  *  500   POMA.		518			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	5.33	6.67	8.20		0	1	1			14														2012-08-20	
OC MUFA RED  1 * 3/4		532			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	5	1	1	2.98	3.98	4.90		0	1	1			14														2012-08-20	
OC KOLANO   5/4   7		523			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	7.11	7.90	9.72		0	1	1			14														2012-08-20	
OC TRÓJNIK   2 * 5/4		530			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	2	1	1	18.90	19.90	24.48		0	1	1			14														2012-08-20	
OC TRÓJNIK   2 * 6/4		529			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	5	1	1	26.18	27.56	33.90		0	1	1			14														2012-08-20	
OC TRÓJNIK   6/4 * 3/4		528			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	9	1	1	10.62	12.50	15.38		0	1	1			14														2012-08-20	
OC TRÓJNIK   6/4 * 5/4		527			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	9	1	1	15.66	16.66	20.49		0	1	1			14														2012-08-20	
OC TRÓJNIK   2		526			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	7	1	1	18.38	19.35	23.80		0	1	1			14														2012-08-20	
OC TRÓJNIK   5/4		525			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	40	1	1	4.72	6.75	8.30		0	1	1			14														2012-08-20	
OC KOLANO   2*   7		524			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	8.26	10.33	12.71		0	1	1			14														2012-08-20	
OC KOLANO   1/2   7		522			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	1.66	2.28	2.80		0	1	1			14														2012-08-20	
RURA CZARNA B/SZ   1 x 2,6		520			Towar	1	Ogólna	mb	Bez SWW	23%	23%	44.8	1	1	12.08	14.31	17.60		0	1	1			14														2012-08-20	
PE RURA ŻÓŁTA   32-GAZ		519			Towar	1	Ogólna	mb	Bez SWW	23%	23%	0	1	1	3.49	4.63	5.70		0	1	1			14														2012-08-20	
OC REDUKCJA   5/4 * 1/2		544			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	20	1	1	2.01	2.88	3.54		0	1	1			14														2012-08-20	
OC MUFA RED  1 * 1/2		533			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	9	1	1	3.26	4.08	5.02		0	1	1			14														2012-08-20	
PASTA DO GWINTÓW   200g		570			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	7.60	10.14	12.47		0	1	1			14			DEGUFIT											2012-08-20	
OC REDUKCJA   2 * 5/4		545			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	3	1	1	4.25	6.08	7.48		0	1	1			14														2012-08-20	
OC KOLANO   2*		521			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	8.32	12.98	15.97		0	1	1			14														2012-08-20	
MUFA CZARNA  SPAW.  2		569			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	4.38	5.84	7.18		0	1	1			14														2012-08-20	
MUFA CZARNA   5/4		568			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	17	1	1	1.72	3.04	3.74		0	1	1			14														2012-08-20	
Grzejnik KERMI 600x1200 C22		567			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	334.42	393.44	483.93		0	1	1			14														2012-08-20	
ZAWÓR PRZELOTOWY  OCYNK   3/4*		566			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	15.68	20.91	25.72		0	1	1			14														2012-08-20	
KORPUS FILTRA   1*		565			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	35.00	36.59	45.00		0	1	1			14														2012-08-20	
POMPA CYRKULACYJNA VILO - STAR		564			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	284.57	325.20	400.00		0	1	1			14														2012-08-20	
PÓŁŚRUBUNEK POMPY  5/4		563			Towar	1	Ogólna	kpl.	Bez SWW	23%	23%	7	1	1	13.89	17.37	21.37		0	1	1			14														2012-08-20	
USZCZELKA ŚRUBUNKA   1		562			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.19	0.38	0.47		0	1	1			14														2012-08-20	
USZCZELKA ŚRUBUNKA   5/4		561			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	6	1	1	0.20	0.40	0.49		0	1	1			14														2012-08-20	
OC ŚRUBUNEK   1		560			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	3	1	1	7.11	9.48	11.66		0	1	1			14														2012-08-20	
OC ZAŚLEPKA   1/2		559			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	1.76	2.20	2.71		0	1	1			14														2012-08-20	
USZCZELKA ŚRUBUNKA   6/4		550			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.25	0.50	0.62		0	1	1			14														2012-08-20	
OC KOREK   1*		547			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	-1	1	1	1.66	1.75	2.15		0	1	1			14														2012-08-20	
OC ZAŚLEPKA   1*		558			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	2.54	3.18	3.91		0	1	1			14														2012-08-20	
OC REDUKCJA   2 * 1		546			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	4.29	6.13	7.54		0	1	1			14														2012-08-20	
OC ŚRUBUNEK   5/4		548			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	15	1	1	6.98	11.64	14.32		0	1	1			14														2012-08-20	
OC ŚRUBUNEK   2		549			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	12	1	1	25.78	27.14	33.38		0	1	1			14														2012-08-20	
USZCZELKA ŚRUBUNKA   2		551			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	2	1	1	0.38	0.76	0.93		0	1	1			14														2012-08-20	
OC MUFA RED  6/4 * 1		552			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	6	1	1	7.10	8.88	10.92		0	1	1			14														2012-08-20	
OC NYPEL RED   1 * 1/2		553			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	4	1	1	1.17	1.96	2.41		0	1	1			14														2012-08-20	
OC NYPEL RED   6/4 * 5/4		554			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	7	1	1	6.61	6.96	8.56		0	1	1			14														2012-08-20	
OC REDUKCJA   6/4 * 3/4		555			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	25	1	1	2.74	3.92	4.82		0	1	1			14														2012-08-20	
OC KOREK   5/4		556			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	2.95	3.11	3.83		0	1	1			14														2012-08-20	
OC KOREK   6/4		557			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	6	1	1	1.85	2.65	3.26		0	1	1			14														2012-08-20	
USZCZELKA POMPY GUMA		499			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.76	1.22	1.50		0	1	1			14														2012-08-17	
CZUJKA CWU    15m		485			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	1	1	1	26.01	31.71	39.00		0	1	1			14			AURATON 1111 multi											2012-08-17	
Gazomierz śrubunek 5/4*		492			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	6.70	7.89	9.70		0	1	1			14														2012-08-17	
ŚRUBUNEK WODOMIERZA 3/4*		496			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.01	8.94	11.00		0	1	1			14														2012-08-17	
ŚRUBUNEK WODOMIERZA 1/2*		494			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.01	7.32	9.00		0	1	1			14														2012-08-17	
WODOMIERZ DO CIEPŁEJ WODY 1/2*		493			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	36.80	66.91	82.30		0	1	1			14			BEMETERS GSD5											2012-08-17	
OC TRÓJNIK   1		498			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	22	1	1	4.77	5.68	6.99		0	1	1			14														2012-08-17	
Gazomierz miechowy typ BK-G4		491			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	150.45	210.57	259.00		0	1	1			14														2012-08-17	
E.PRZEWÓD   OMY   3x1,00		490			Towar	1	Ogólna	mb	Bez SWW	23%	23%	75	1	1	1.19	1.95	2.40		0	1	1			14														2012-08-17	
OC ZAŚLEPKA   3/4		489			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	4	1	1	2.17	2.90	3.57		0	1	1			14														2012-08-17	
CU MUFA   22 * 1/2		488			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	4.59	5.74	7.06		0	1	1			14														2012-08-17	
STELAŻ BIDET SUCHA ZABUDOWA		483			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	270.00	317.65	390.71		0	1	1			14														2012-08-17	
CU ŁUK   22   2K		486			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	2.47	3.09	3.80		0	1	1			14														2012-08-17	
Grzejnik KERMI 600x600 C22		484			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	208.84	242.84	298.69		0	1	1			14														2012-08-17	
OC TRÓJNIK   3/4		500			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	15	1	1	3.14	3.93	4.83		0	1	1			14														2012-08-17	
VAILL Podgrzewacz przepływowy gazowy		497			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	893.20	992.45	1220.71		0	1	1			14			atmoMAG MINI 11-0 XI H GZ											2012-08-17	
CU ŁUK   15   2K		487			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.76	1.09	1.34		0	1	1			14														2012-08-17	
CU ZŁĄCZKA ZACISKOWA 15x3/4*		509			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	6.53	7.69	9.46		0	1	1			14														2012-08-17	
WODOMIERZ 3/4		495			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	61.79	65.04	80.00		0	1	1			14			BEMETERS GSD5											2012-08-17	
OC TRÓJNIK   3/4 * 1/2		517			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	19	1	1	3.20	4.27	5.25		0	1	1			14														2012-08-17	
OC KOLANO   3/4   7		516			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	2.50	3.13	3.85		0	1	1			14														2012-08-17	
OC REDUKCJA   2 * 3/4		515			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	3	1	1	9.26	10.29	12.66		0	1	1			14														2012-08-17	
OC KOREK   2		514			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	1	1	1	3.75	4.04	4.97		0	1	1			14														2012-08-17	
OC MUFA   2*		513			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	10	1	1	5.27	7.03	8.65		0	1	1			14														2012-08-17	
RURA SPIRO KAINER   115    2mb		512			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0.5	1	1	0.01	130.08	160.00		0	1	1			14														2012-08-17	
OC TRÓJNIK   1/2		501			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	12	1	1	1.96	2.80	3.44		0	1	1			14														2012-08-17	
OBEJMA STALOWA   6/4*		510			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	1.29	2.15	2.64		0	1	1			14														2012-08-17	
CU KOLANO   15   1/2 GZ		508			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	2.59	4.00	4.92		0	1	1			14														2012-08-17	
CU MUFA   15 * 3/4		507			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	8	1	1	5.45	8.39	10.32		0	1	1			14														2012-08-17	
RURA CZARNA B/SZ   1/2*		506			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	8.60	10.12	12.45		0	1	1			14														2012-08-17	
OC KOLANO   1/2		505			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	1.42	2.03	2.50		0	1	1			14														2012-08-17	
